Subdivision,Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan_Feb,Mar_May,Jun_Sep,Oct_Dec,Cloud_Visibility_Pct,Elevation_m,Max_Temp_C,Flood
Kerala,1996,24.0,23.3,48.8,110.1,237.4,458.1,815.5,696.9,454.5,229.1,49.0,23.2,3170.0,47.3,396.3,2425.1,301.4,12.0,30.0,36.9,1
Bihar,2001,2.9,11.8,22.4,56.1,225.5,304.6,532.2,395.1,381.0,161.5,93.3,0.3,2186.7,14.7,304.1,1612.9,255.0,42.0,15.0,32.9,1
Assam & Meghalaya,2009,6.1,20.5,45.7,37.9,192.5,589.5,688.1,780.8,391.1,91.1,114.7,38.4,2996.4,26.6,276.0,2449.5,244.2,21.7,15.0,28.9,1
Kerala,2015,13.7,20.1,45.5,106.4,189.3,529.8,588.7,863.1,355.7,276.9,167.9,31.3,3188.5,33.8,341.2,2337.3,476.2,17.2,850.0,36.5,1
Tamil Nadu,2012,15.4,20.0,36.4,21.3,127.6,369.2,696.6,360.1,389.8,67.1,24.2,24.9,2152.6,35.4,185.3,1815.7,116.1,27.6,250.0,29.6,1
Gujarat Region,1993,14.4,5.5,35.2,68.3,194.3,309.6,600.2,432.5,440.5,210.5,108.1,24.4,2443.7,20.0,297.9,1782.8,343.1,39.8,250.0,31.0,1
East Uttar Pradesh,1988,11.4,6.5,32.0,66.2,94.8,462.1,462.5,395.1,269.1,61.8,70.7,3.1,1935.3,17.9,193.0,1588.8,135.6,42.4,250.0,24.3,1
Coastal Karnataka,2000,20.4,24.2,20.4,87.6,279.3,457.0,913.3,726.5,240.7,195.7,119.0,41.9,3126.0,44.6,387.3,2337.5,356.6,16.4,80.0,29.1,1
Coastal Karnataka,2017,14.9,11.8,58.3,87.6,263.6,530.8,677.4,373.7,514.7,216.4,89.9,19.5,2858.5,26.7,409.5,2096.6,325.8,24.4,30.0,33.3,1
Assam & Meghalaya,2014,12.4,10.9,58.8,76.6,199.7,497.1,711.0,550.8,322.2,148.8,97.0,27.7,2713.0,23.3,335.1,2081.1,273.5,23.3,500.0,32.3,1
East Uttar Pradesh,1998,0.5,25.6,17.4,25.8,113.6,413.7,340.3,597.9,213.0,189.1,82.9,23.4,2043.2,26.1,156.9,1564.8,295.3,50.7,80.0,35.8,1
Gujarat Region,1997,0.0,12.8,20.8,78.5,143.4,269.2,783.0,677.6,139.7,231.5,19.4,18.9,2394.7,12.8,242.6,1869.5,269.8,25.9,500.0,34.6,1
Kerala,2001,10.0,19.8,62.1,89.7,242.6,612.6,945.0,846.3,364.6,328.0,118.2,39.3,3678.1,29.8,394.4,2768.5,485.4,12.0,80.0,27.1,1
Sub-Himalayan West Bengal,2003,14.6,30.4,22.8,21.5,102.3,437.8,521.0,373.7,228.2,31.5,104.8,16.6,1905.0,45.0,146.6,1560.6,152.8,40.1,80.0,33.7,1
Tamil Nadu,2010,2.1,12.4,30.5,55.5,154.6,415.4,683.3,185.1,254.0,174.2,79.9,9.9,2057.0,14.6,240.7,1537.8,264.0,34.6,80.0,34.4,1
Sub-Himalayan West Bengal,1992,6.1,4.2,37.8,77.3,114.3,250.1,848.6,255.7,91.6,149.8,34.0,9.4,1878.9,10.3,229.4,1446.0,193.2,43.9,15.0,34.1,0
Gujarat Region,2021,3.1,16.8,32.8,77.6,186.9,276.3,577.5,463.6,221.0,94.1,48.8,9.5,2008.2,19.9,297.3,1538.4,152.5,41.6,500.0,33.7,1
East Uttar Pradesh,2006,10.2,11.5,22.5,55.4,131.2,307.2,828.6,545.8,201.9,68.1,40.3,8.2,2231.0,21.8,209.1,1883.6,116.6,25.7,30.0,33.1,1
East Uttar Pradesh,1983,0.8,16.9,50.8,90.1,145.9,270.1,347.9,638.8,178.5,112.8,70.5,33.6,1956.8,17.8,286.8,1435.3,216.9,53.8,250.0,34.0,1
Coastal Karnataka,2010,24.4,34.3,53.6,125.3,278.7,529.5,635.1,605.7,386.6,352.4,143.6,13.4,3182.8,58.8,457.6,2157.0,509.4,24.4,80.0,25.4,1
Odisha,2010,0.0,6.4,11.9,105.3,210.4,330.2,330.1,303.6,247.3,139.5,59.1,18.8,1762.6,6.4,327.6,1211.2,217.3,56.9,250.0,25.5,0
East Uttar Pradesh,2000,22.5,23.3,28.0,78.7,202.3,318.2,771.3,389.6,249.4,131.9,114.5,25.3,2355.0,45.7,308.9,1728.5,271.8,36.1,80.0,30.6,1
Gujarat Region,2023,10.2,19.0,8.8,56.4,119.5,435.2,521.4,475.7,177.2,212.6,45.4,15.4,2096.7,29.2,184.6,1609.5,273.4,40.4,500.0,34.8,1
Assam & Meghalaya,1980,18.9,22.3,16.8,105.5,227.7,658.9,755.8,521.0,531.1,110.7,111.1,29.8,3109.5,41.1,350.0,2466.8,251.6,19.0,15.0,36.9,1
Kerala,2000,6.1,27.3,55.2,105.1,269.5,500.2,559.3,809.6,230.9,341.3,66.9,23.6,2995.0,33.4,429.8,2100.0,431.8,28.2,500.0,35.4,1
Sub-Himalayan West Bengal,2003,14.2,12.6,48.6,98.8,192.6,457.5,523.6,519.2,327.1,277.1,70.4,16.0,2557.5,26.8,340.0,1827.3,363.5,34.4,15.0,36.9,1
East Uttar Pradesh,1990,16.2,1.7,35.0,39.3,153.4,195.4,650.4,465.2,435.8,169.9,74.1,32.4,2268.8,17.9,227.7,1746.8,276.4,36.6,30.0,26.4,1
Tamil Nadu,1996,8.4,15.2,43.2,52.4,178.1,385.5,369.7,438.1,256.5,74.5,114.0,27.2,1962.7,23.6,273.6,1449.8,215.7,52.7,500.0,36.9,0
Assam & Meghalaya,1997,11.3,26.2,60.8,136.5,239.6,684.7,778.3,720.3,352.1,287.0,151.2,20.8,3468.9,37.6,436.9,2535.4,459.0,12.0,500.0,29.3,1
Kerala,2023,26.5,20.4,63.8,90.0,243.5,422.2,859.1,558.0,435.1,356.7,102.6,28.8,3206.5,46.9,397.3,2274.3,488.0,12.0,15.0,25.9,1
Tamil Nadu,2023,0.0,12.0,26.5,74.4,145.2,442.2,677.6,131.1,229.5,157.7,108.3,19.5,2024.0,12.0,246.1,1480.4,285.5,45.5,850.0,25.0,0
Sub-Himalayan West Bengal,1996,14.6,4.6,10.0,108.3,177.5,263.2,488.5,809.7,227.0,135.2,108.3,0.0,2346.8,19.3,295.8,1788.3,243.5,35.0,30.0,35.5,1
Gujarat Region,1997,1.5,8.6,24.4,23.4,160.5,426.4,433.1,403.8,209.1,181.8,32.5,9.7,1914.8,10.1,208.2,1472.4,224.0,49.5,15.0,25.8,1
Konkan & Goa,2015,18.5,50.3,35.2,102.6,219.4,408.5,822.7,612.3,555.3,219.8,120.1,23.6,3188.5,68.9,357.3,2398.9,363.5,13.2,80.0,29.4,1
Gangetic West Bengal,2015,19.1,10.2,31.9,97.9,130.1,266.8,599.0,621.9,321.4,152.4,74.3,16.5,2341.5,29.4,259.9,1809.0,243.2,33.2,500.0,32.5,1
Rayalseema,2002,17.5,12.5,16.6,23.7,120.1,380.9,664.3,490.4,273.0,140.4,39.2,26.5,2205.2,30.0,160.4,1808.7,206.1,29.2,500.0,29.3,1
Rayalseema,2022,11.9,31.1,43.0,15.3,144.3,560.7,751.3,617.7,217.4,99.3,118.3,25.9,2636.5,43.1,202.6,2147.2,243.6,23.5,500.0,30.5,1
Assam & Meghalaya,2003,12.1,35.9,33.0,62.1,241.2,583.6,830.9,772.8,242.4,245.9,130.6,20.4,3210.8,48.0,336.3,2429.6,396.9,12.0,30.0,32.4,1
Gujarat Region,1999,7.2,32.4,8.6,21.3,123.9,196.7,422.2,214.7,196.1,192.0,103.4,26.8,1545.4,39.6,153.9,1029.7,322.2,65.2,15.0,31.9,1
Coastal Karnataka,2009,20.2,15.9,54.5,93.4,224.3,481.0,761.4,369.6,516.9,216.8,65.0,23.5,2842.7,36.1,372.3,2129.0,305.3,26.9,80.0,26.7,1
Coastal Karnataka,2019,21.2,10.7,59.1,72.0,270.2,559.0,838.9,658.2,144.6,139.9,117.4,13.5,2904.6,31.9,401.3,2200.7,270.7,15.9,80.0,33.0,0
Sub-Himalayan West Bengal,1986,10.1,21.5,26.7,61.1,25.7,234.2,346.1,536.1,211.8,218.5,42.8,16.3,1750.8,31.6,113.5,1328.2,277.6,55.9,15.0,29.2,1
Sub-Himalayan West Bengal,2023,14.6,7.6,23.4,73.6,188.5,574.5,580.6,648.2,10.0,109.7,50.3,18.5,2299.5,22.2,285.5,1813.3,178.5,31.0,15.0,33.6,1
Rayalseema,2016,26.0,17.5,4.0,76.0,161.2,591.6,757.8,499.5,302.3,88.4,86.0,19.2,2629.6,43.5,241.1,2151.3,193.6,12.0,500.0,31.6,1
Coastal Karnataka,1991,7.2,33.9,56.0,75.7,239.1,456.2,742.0,616.6,448.7,171.4,158.1,35.6,3040.4,41.1,370.8,2263.4,365.1,15.7,500.0,32.9,1
Odisha,2024,8.5,11.1,6.1,51.5,135.3,384.4,489.2,425.3,355.7,45.3,97.0,4.1,2013.5,19.6,192.9,1654.6,146.3,37.2,250.0,23.5,1
Assam & Meghalaya,1991,16.7,24.0,58.3,68.8,263.4,546.2,732.7,715.9,395.3,192.7,172.6,27.2,3214.0,40.7,390.6,2390.2,392.5,16.7,30.0,24.0,1
Coastal Karnataka,2024,25.8,34.0,50.6,99.9,291.0,504.1,773.7,711.2,307.3,318.9,74.4,37.3,3228.2,59.9,441.5,2296.3,430.6,12.5,250.0,27.5,1
Assam & Meghalaya,1991,10.5,17.3,60.6,140.9,240.1,427.0,976.4,627.6,318.0,233.7,64.1,14.7,3130.9,27.9,441.6,2349.0,312.5,12.0,250.0,27.5,1
Gujarat Region,1989,9.5,3.8,33.0,33.1,119.3,726.1,723.1,387.3,160.0,102.2,49.8,4.6,2351.6,13.3,185.3,1996.4,156.6,24.7,250.0,31.6,1
Kerala,2004,18.9,20.1,58.3,81.3,281.2,604.4,922.9,685.9,598.7,250.1,134.1,43.5,3699.3,39.0,420.8,2811.9,427.6,12.0,250.0,26.3,1
Tamil Nadu,2006,12.3,27.7,63.5,74.7,113.4,367.0,466.4,319.9,240.6,14.9,74.5,15.5,1790.3,40.0,251.6,1393.9,104.9,54.3,30.0,24.1,1
Kerala,1983,14.7,15.0,55.0,84.7,131.5,685.6,728.3,852.1,420.6,242.0,88.8,14.4,3332.8,29.7,271.2,2686.6,345.2,12.0,80.0,35.5,1
Odisha,2015,0.0,31.0,25.8,31.4,132.2,332.4,648.1,725.9,249.8,137.4,40.1,16.0,2370.1,31.0,189.4,1956.2,193.6,24.5,30.0,27.9,1
Assam & Meghalaya,1988,27.7,15.9,30.7,65.5,349.8,515.9,928.6,628.9,360.4,335.2,91.3,35.5,3385.2,43.6,445.9,2433.7,462.0,12.7,30.0,23.3,1
Tamil Nadu,1998,3.7,11.5,20.7,66.9,168.9,296.0,352.6,174.5,225.1,163.5,21.2,22.3,1526.9,15.1,256.5,1048.2,207.1,59.0,500.0,35.9,0
Tamil Nadu,2006,11.3,23.0,31.7,48.4,129.4,391.1,475.2,311.8,399.2,152.0,27.4,10.5,2011.1,34.4,209.5,1577.2,189.9,47.6,250.0,32.8,1
Bihar,1989,7.6,17.9,27.2,10.5,135.6,497.6,562.5,557.7,428.5,266.3,70.4,0.0,2581.9,25.5,173.4,2046.4,336.7,35.2,30.0,23.0,1
Bihar,1986,3.0,26.2,45.8,66.4,180.5,325.2,566.5,419.2,193.0,118.0,100.7,0.0,2044.4,29.2,292.7,1503.9,218.6,44.7,250.0,30.6,1
East Uttar Pradesh,2001,6.8,1.9,23.0,62.6,184.0,368.2,388.7,361.2,234.4,161.8,34.7,8.5,1835.8,8.7,269.6,1352.5,205.0,47.5,30.0,30.8,1
Odisha,1993,6.3,27.7,1.2,101.9,212.5,315.2,271.0,690.9,237.9,23.2,27.3,16.1,1931.2,33.9,315.6,1515.0,66.7,46.3,30.0,28.4,1
Gangetic West Bengal,2007,8.6,11.7,46.6,63.9,138.6,403.1,508.7,312.0,176.7,186.1,0.0,13.0,1868.9,20.3,249.0,1400.5,199.1,43.1,15.0,34.6,1
Bihar,1985,14.6,27.1,68.9,96.5,144.8,403.8,650.4,459.3,332.0,102.5,50.7,21.9,2372.5,41.7,310.2,1845.5,175.1,26.7,250.0,31.0,1
Bihar,1987,4.7,8.6,12.3,61.9,118.8,319.6,674.4,248.0,357.5,165.5,112.0,18.7,2102.1,13.3,193.1,1599.5,296.2,35.4,30.0,33.7,1
Coastal Karnataka,1980,13.1,28.5,51.2,80.7,292.7,469.2,690.2,805.3,425.4,231.4,95.6,29.7,3213.0,41.6,424.7,2390.1,356.7,17.6,500.0,23.9,1
Gangetic West Bengal,2016,15.6,19.1,33.1,68.1,178.1,476.3,641.9,526.4,138.3,156.2,73.1,22.1,2348.1,34.6,279.2,1782.9,251.4,38.9,30.0,25.8,1
Assam & Meghalaya,1984,21.5,31.4,33.6,98.2,188.8,491.3,969.0,572.7,328.8,224.1,105.0,24.2,3088.6,52.8,320.7,2361.7,353.3,12.0,80.0,36.2,1
Coastal Karnataka,2001,3.0,36.9,52.6,116.2,247.1,559.7,827.2,599.5,444.5,220.7,87.4,36.6,3231.4,39.8,416.0,2431.0,344.7,13.4,80.0,36.4,1
Coastal Karnataka,2021,20.7,23.1,30.0,89.4,333.9,550.5,807.3,406.0,503.5,249.1,120.1,29.0,3162.7,43.8,453.4,2267.3,398.2,12.0,15.0,25.8,1
Kerala,2004,16.7,24.7,44.9,61.3,257.8,629.4,1062.9,657.7,418.6,207.2,114.0,32.4,3527.7,41.4,364.1,2768.6,353.6,12.0,80.0,29.1,1
Coastal Karnataka,2007,7.5,23.3,60.6,82.5,248.2,441.0,709.8,786.9,537.7,247.3,129.0,27.0,3300.8,30.9,391.3,2475.4,403.3,12.8,15.0,30.7,1
Coastal Karnataka,2012,12.6,27.7,37.6,76.1,298.5,614.7,807.1,655.0,368.2,285.5,100.3,15.6,3299.0,40.3,412.2,2445.0,401.4,12.0,15.0,32.9,1
Tamil Nadu,1993,6.5,18.5,3.3,53.8,56.0,243.4,608.8,469.6,234.3,189.2,96.9,6.6,1986.9,25.0,113.1,1556.1,292.7,36.4,15.0,30.1,1
Tamil Nadu,2019,17.4,23.2,39.7,121.9,227.4,468.4,729.8,164.5,168.5,205.8,97.2,19.3,2283.0,40.6,388.9,1531.2,322.3,34.2,500.0,29.1,1
East Uttar Pradesh,2021,12.6,21.1,12.9,87.0,122.2,213.7,623.4,342.7,232.9,28.0,108.2,16.8,1821.5,33.6,222.1,1412.8,153.0,42.9,250.0,28.5,1
Assam & Meghalaya,2013,15.5,33.0,76.0,97.0,298.7,448.1,1157.7,878.5,508.1,389.2,107.8,13.4,4023.0,48.5,471.7,2992.5,510.3,12.0,850.0,36.0,1
Tamil Nadu,2009,10.5,15.6,31.3,60.0,111.7,437.1,748.9,392.2,252.0,157.2,84.2,24.1,2324.8,26.1,203.0,1830.2,265.5,30.2,250.0,32.1,1
Kerala,1982,11.5,22.2,48.3,126.4,331.7,771.0,620.2,713.3,242.6,293.5,118.8,21.4,3320.9,33.7,506.4,2347.1,433.6,15.1,80.0,24.7,1
Gujarat Region,1999,4.8,18.4,11.4,55.6,103.8,430.0,347.4,447.3,189.4,159.5,64.3,10.0,1842.0,23.3,170.8,1414.1,233.8,49.8,15.0,26.4,1
Rayalseema,1995,10.1,17.9,35.4,35.8,152.5,295.7,463.9,229.4,179.5,125.3,123.0,36.1,1704.6,28.0,223.8,1168.5,284.3,45.9,250.0,36.6,1
Odisha,2017,17.0,10.1,36.4,0.0,128.3,391.7,646.1,628.8,151.0,87.8,39.8,13.2,2150.1,27.1,164.6,1817.5,140.8,39.0,500.0,31.7,1
Odisha,2013,9.2,17.6,42.0,42.6,129.0,578.6,459.0,423.5,187.1,92.3,46.6,16.3,2043.7,26.8,213.6,1648.1,155.2,41.9,850.0,31.7,0
Bihar,2000,17.2,6.3,22.3,36.8,131.3,143.8,534.6,561.3,103.4,31.3,89.8,28.1,1706.3,23.5,190.3,1343.1,149.2,53.0,15.0,28.6,1
Kerala,2009,18.9,38.5,60.7,73.2,256.6,385.4,877.7,552.7,265.8,303.8,99.3,25.8,2958.3,57.4,390.5,2081.5,428.9,17.4,850.0,27.5,1
East Uttar Pradesh,1990,8.4,27.5,30.7,59.7,109.3,308.2,674.0,320.5,418.5,159.7,28.6,10.3,2155.4,35.9,199.7,1721.2,198.5,29.7,80.0,29.5,1
Odisha,1981,8.1,13.6,25.0,87.5,138.6,291.2,363.0,541.3,130.3,196.0,66.2,22.9,1883.9,21.7,251.1,1325.9,285.1,52.1,30.0,23.6,1
Gujarat Region,2004,12.1,31.6,42.3,11.5,83.7,191.2,453.4,363.2,222.0,139.0,124.4,10.8,1685.2,43.6,137.5,1229.8,274.2,52.7,250.0,34.4,1
Gujarat Region,2010,8.2,21.0,24.0,78.5,126.9,380.4,735.7,544.0,114.8,224.3,88.8,10.7,2357.1,29.1,229.3,1774.8,323.7,23.9,15.0,26.5,1
Konkan & Goa,1984,10.2,22.5,56.8,86.1,236.4,479.9,1063.5,870.6,448.9,258.6,125.0,0.0,3658.6,32.8,379.3,2862.9,383.6,12.0,250.0,27.6,1
Gangetic West Bengal,1987,14.0,0.0,26.1,101.8,212.7,64.5,403.2,353.4,90.5,229.1,59.5,19.6,1574.4,14.0,340.5,911.6,308.2,51.1,850.0,26.4,0
Gujarat Region,2021,10.2,7.6,20.2,34.6,154.6,420.6,815.6,301.5,289.5,39.4,87.5,5.7,2186.9,17.8,209.4,1827.2,132.5,26.3,850.0,36.1,1
Bihar,1988,6.2,13.6,58.0,70.4,119.4,288.7,553.2,435.8,173.7,57.1,92.4,46.1,1914.6,19.8,247.8,1451.4,195.6,42.9,30.0,31.3,1
Kerala,1999,30.7,20.7,59.4,124.1,267.1,599.2,850.2,506.1,419.3,289.9,68.8,50.2,3285.8,51.4,450.7,2374.9,408.9,12.0,850.0,33.7,1
Tamil Nadu,2019,1.6,8.4,20.2,56.9,124.4,310.8,425.5,488.6,213.9,130.7,105.4,0.0,1886.5,10.0,201.5,1438.9,236.1,40.6,80.0,30.5,1
Bihar,1988,4.1,14.6,0.0,59.6,118.7,513.3,744.4,227.7,200.6,126.0,87.9,8.3,2105.2,18.7,178.3,1686.0,222.2,31.4,850.0,24.3,0
Konkan & Goa,2009,25.1,20.0,49.9,87.5,210.2,572.2,848.2,698.4,435.8,239.1,99.8,21.5,3307.9,45.2,347.7,2554.6,360.4,12.0,15.0,31.2,1
Rayalseema,1996,14.8,4.3,42.9,66.9,171.0,489.8,614.8,346.6,224.1,196.0,64.7,13.1,2249.0,19.1,280.8,1675.3,273.8,38.9,30.0,29.8,1
Tamil Nadu,2024,4.0,13.1,19.5,73.3,130.7,408.7,399.3,255.3,216.7,214.9,42.9,20.0,1798.5,17.1,223.5,1280.0,277.9,56.9,850.0,25.7,0
Sub-Himalayan West Bengal,2003,0.0,17.3,4.4,78.4,158.8,359.0,574.4,299.8,250.5,212.0,61.6,7.3,2023.3,17.3,241.5,1483.7,280.8,46.9,30.0,36.1,1
Sub-Himalayan West Bengal,1994,3.6,8.2,8.3,57.9,131.0,424.2,602.7,648.4,260.6,183.9,86.4,13.8,2429.1,11.8,197.2,1936.0,284.0,35.0,250.0,23.6,1
Coastal Karnataka,1992,15.7,30.6,39.2,84.5,285.5,832.1,975.8,671.0,530.6,178.2,112.4,17.9,3773.5,46.3,409.2,3009.5,308.5,12.0,250.0,30.5,1
Konkan & Goa,2022,20.0,28.7,47.9,87.1,286.0,617.8,814.2,438.7,435.4,222.3,145.3,26.1,3169.6,48.7,421.1,2306.1,393.7,12.5,30.0,33.5,1
Bihar,1994,13.9,11.7,25.7,81.3,277.4,487.1,450.3,489.6,259.8,221.2,147.5,18.2,2483.8,25.6,384.4,1686.8,387.0,40.8,30.0,26.7,1
Gujarat Region,1981,16.1,0.0,16.1,76.3,95.4,232.7,549.6,467.8,153.4,98.6,68.7,38.4,1813.0,16.1,187.7,1403.5,205.7,50.6,80.0,25.1,1
Sub-Himalayan West Bengal,1988,15.2,12.0,31.1,60.9,150.0,384.7,587.6,505.6,270.0,129.5,147.5,0.9,2295.1,27.2,242.0,1747.9,278.0,30.4,30.0,26.8,1
Gangetic West Bengal,1994,2.5,12.4,13.9,45.7,147.3,413.6,461.0,457.7,110.0,129.1,70.7,9.4,1873.3,14.9,206.9,1442.3,209.2,49.4,15.0,30.8,1
Bihar,1994,9.4,28.4,15.6,61.2,162.3,456.0,647.3,504.0,360.4,165.3,96.9,22.4,2529.2,37.9,239.0,1967.7,284.7,23.4,250.0,29.9,1
Gujarat Region,2006,6.6,0.0,42.6,34.8,133.9,382.1,452.2,201.9,223.8,162.1,27.1,12.0,1679.1,6.6,211.3,1259.9,201.2,53.9,250.0,33.8,1
Bihar,2011,6.7,23.6,47.2,25.6,200.2,256.3,685.8,341.5,296.0,38.8,86.7,20.0,2028.4,30.3,273.0,1579.6,145.5,33.1,30.0,28.0,1
Odisha,2020,16.2,25.0,43.6,83.7,192.9,402.7,595.1,766.7,326.2,204.2,18.2,8.7,2683.1,41.2,320.2,2090.6,231.1,33.4,30.0,35.1,1
East Uttar Pradesh,2014,18.8,5.4,48.6,41.2,121.8,225.7,90.8,218.9,336.9,132.7,90.4,24.8,1356.0,24.3,211.5,872.3,247.9,68.2,30.0,23.7,1
Tamil Nadu,1990,10.7,9.7,64.6,27.1,159.9,315.1,251.0,329.1,218.6,170.7,53.9,14.4,1624.7,20.3,251.5,1113.8,239.0,60.8,850.0,30.2,0
Gujarat Region,1995,6.7,27.7,20.9,34.7,141.0,315.9,439.2,381.4,367.6,50.9,31.8,16.6,1834.5,34.4,196.6,1504.1,99.3,53.4,250.0,36.9,1
Gujarat Region,1990,8.9,13.8,13.5,18.2,190.0,370.9,812.3,595.4,189.8,203.3,82.5,1.0,2499.5,22.7,221.7,1968.5,286.7,16.8,250.0,24.7,1
Konkan & Goa,1989,12.2,29.4,46.1,117.2,282.8,631.1,840.8,773.0,465.8,396.3,157.8,0.3,3752.7,41.6,446.1,2710.6,554.4,12.0,850.0,24.1,1
Bihar,2000,13.3,33.6,14.5,51.2,213.4,522.8,501.7,472.6,312.5,215.1,102.4,7.2,2460.4,46.9,279.1,1809.6,324.7,25.5,250.0,28.7,1
Coastal Karnataka,1998,12.0,17.7,39.5,35.8,202.9,455.5,897.7,644.5,436.9,240.8,136.9,45.7,3165.8,29.7,278.2,2434.6,423.3,12.0,500.0,25.2,1
Konkan & Goa,1995,22.9,23.0,62.0,49.2,289.2,382.8,1126.0,752.6,515.5,380.0,117.8,25.7,3746.6,45.9,400.4,2776.9,523.5,12.0,500.0,25.5,1
Gangetic West Bengal,1982,10.1,7.2,23.6,72.6,168.9,504.6,550.7,211.5,386.2,209.1,96.5,29.6,2270.6,17.3,265.2,1653.0,335.2,45.4,500.0,27.1,1
East Uttar Pradesh,2020,18.8,18.1,36.6,53.6,183.7,184.1,692.9,502.3,318.0,213.4,91.0,23.4,2336.0,37.0,273.9,1697.4,327.8,32.4,15.0,31.4,1
Kerala,1986,9.5,34.1,41.6,94.8,255.6,668.6,601.4,734.3,361.5,369.0,126.6,39.8,3336.6,43.5,392.0,2365.7,535.3,24.8,15.0,33.0,1
Gangetic West Bengal,2001,16.3,19.6,31.4,30.0,64.2,386.5,485.3,405.1,275.1,108.1,83.8,17.4,1922.8,35.9,125.6,1552.0,209.3,38.1,30.0,34.9,1
Konkan & Goa,2009,12.1,29.0,25.6,73.8,270.0,759.3,694.6,904.1,475.4,184.9,151.4,21.0,3601.2,41.1,369.4,2833.3,357.3,12.0,30.0,27.6,1
East Uttar Pradesh,1989,9.9,19.7,54.9,37.7,175.5,208.0,582.8,596.5,182.9,288.3,34.8,30.9,2222.1,29.6,268.1,1570.2,354.1,35.8,250.0,30.3,1
Bihar,2015,12.8,24.9,64.3,83.1,149.8,263.4,474.7,341.8,356.7,199.4,94.6,12.5,2078.2,37.7,297.3,1436.7,306.6,45.7,850.0,25.7,1
Kerala,1988,8.2,25.3,21.8,155.0,328.2,695.0,936.3,751.6,394.5,253.4,120.8,44.3,3734.7,33.6,505.1,2777.5,418.5,12.0,850.0,23.9,1
Rayalseema,2011,0.0,13.8,18.4,70.9,186.1,346.7,625.3,293.0,293.2,290.7,47.7,3.7,2189.4,13.8,275.4,1558.1,342.1,34.0,500.0,26.1,1
Tamil Nadu,2017,9.1,23.7,49.5,55.6,171.7,377.3,603.1,251.6,234.6,255.9,67.8,22.7,2122.8,32.8,276.8,1466.7,346.4,46.3,500.0,33.8,1
Rayalseema,2001,12.5,19.7,32.0,66.7,178.7,409.6,166.2,304.7,291.8,26.2,35.4,30.1,1573.5,32.2,277.3,1172.3,91.6,62.9,30.0,24.9,1
Rayalseema,2019,0.0,27.6,29.3,57.3,74.8,417.2,346.2,40.3,281.5,87.9,40.4,10.6,1413.2,27.6,161.4,1085.2,139.0,66.5,15.0,31.8,1
Odisha,2001,12.0,20.1,0.0,54.6,49.2,304.6,418.2,500.8,252.5,116.5,60.4,4.0,1793.1,32.1,103.8,1476.2,180.9,48.5,30.0,27.4,1
Sub-Himalayan West Bengal,1998,7.0,8.5,29.6,45.1,180.5,560.5,667.6,561.0,393.2,229.2,91.1,0.8,2774.0,15.5,255.2,2182.3,321.0,19.5,850.0,27.3,1
Bihar,1999,14.9,18.2,22.3,95.2,218.8,264.9,607.5,416.5,323.7,103.6,91.4,22.2,2199.2,33.1,336.3,1612.6,217.2,47.1,30.0,26.7,1
Odisha,2021,8.1,15.8,21.7,32.0,127.3,452.1,409.3,336.9,188.0,92.9,63.9,22.3,1770.2,23.8,181.1,1386.2,179.1,57.7,80.0,28.5,1
Gangetic West Bengal,2004,14.2,19.1,40.1,94.2,60.8,543.3,426.8,375.5,113.8,144.2,10.3,3.2,1845.6,33.3,195.2,1459.4,157.7,50.6,15.0,29.5,1
Odisha,1990,10.9,5.2,49.6,25.1,63.5,194.1,341.0,365.5,127.7,189.5,65.8,6.3,1444.1,16.1,138.2,1028.3,261.5,67.2,15.0,30.4,1
Gujarat Region,1989,7.5,7.1,21.8,0.0,161.0,252.6,749.7,253.1,313.8,164.6,7.7,15.3,1954.3,14.7,182.8,1569.2,187.6,42.8,30.0,31.6,1
Tamil Nadu,1989,19.3,13.2,40.5,71.6,140.9,276.6,434.7,219.1,151.3,190.3,31.9,11.6,1601.0,32.5,253.0,1081.7,233.8,69.5,15.0,35.7,1
Coastal Karnataka,2006,17.1,16.0,53.3,126.5,357.5,668.6,862.9,795.2,427.7,248.5,108.7,13.2,3695.2,33.1,537.3,2754.3,370.4,12.0,850.0,36.1,1
Coastal Karnataka,2005,13.1,34.5,24.8,95.4,229.9,507.0,966.5,584.3,414.5,375.9,82.2,16.9,3345.0,47.6,350.1,2472.3,475.0,12.0,30.0,24.0,1
Gujarat Region,2020,22.2,4.3,32.1,79.8,105.2,334.8,520.0,380.7,210.7,131.6,94.8,21.4,1937.8,26.6,217.2,1446.2,247.8,52.2,850.0,31.6,0
Tamil Nadu,1984,11.9,38.2,6.5,64.9,99.7,415.0,682.6,618.6,239.7,167.2,77.5,21.2,2443.0,50.1,171.1,1955.9,265.8,21.2,80.0,32.7,1
Kerala,2020,14.1,20.5,31.3,107.9,295.3,474.7,706.5,773.6,465.2,304.5,126.3,18.1,3338.0,34.5,434.5,2420.0,448.9,12.0,80.0,25.8,1
Sub-Himalayan West Bengal,2009,1.9,21.5,33.9,56.4,146.2,471.2,461.1,595.0,323.5,140.3,38.5,36.5,2326.0,23.4,236.6,1850.8,215.3,34.8,250.0,25.6,1
